"","child_sex","cluster","PRQ_1.1.1","PRQ_1.1.2","PRQ_1.2.1","PRQ_1.2.2","PRQ_1.3.1","PRQ_1.3.2","PRQ_1.4.1","PRQ_1.4.2","PRQ_2.1.1","PRQ_2.1.2","PRQ_2.2.1","PRQ_2.2.2","PRQ_2.3.1","PRQ_2.3.2","PRQ_2.4.1","PRQ_2.4.2","PRQ_3.1.1","PRQ_3.1.2","PRQ_3.2.1","PRQ_3.2.2","PRQ_3.3.1","PRQ_3.3.2","PRQ_3.4.1","PRQ_3.4.2","PRQ_16.1.1","PRQ_16.1.2","PRQ_16.2.1","PRQ_16.2.2","PRQ_16.3.1","PRQ_16.3.2","PRQ_16.4.1","PRQ_16.4.2","PRQ_21.1.1","PRQ_21.1.2","PRQ_21.2.1","PRQ_21.2.2","PRQ_21.3.1","PRQ_21.3.2","PRQ_21.4.1","PRQ_21.4.2","PRQ_26.1.1","PRQ_26.1.2","PRQ_26.2.1","PRQ_26.2.2","PRQ_26.3.1","PRQ_26.3.2","PRQ_26.4.1","PRQ_26.4.2","PRQ_31.1.1","PRQ_31.1.2","PRQ_31.2.1","PRQ_31.2.2","PRQ_31.3.1","PRQ_31.3.2","PRQ_31.4.1","PRQ_31.4.2","PRQ_36.1.1","PRQ_36.1.2","PRQ_36.2.1","PRQ_36.2.2","PRQ_36.3.1","PRQ_36.3.2","PRQ_36.4.1","PRQ_36.4.2","PRQ_40.1.1","PRQ_40.1.2","PRQ_40.2.1","PRQ_40.2.2","PRQ_40.3.1","PRQ_40.3.2","PRQ_40.4.1","PRQ_40.4.2","PRQ_42.1.1","PRQ_42.1.2","PRQ_42.2.1","PRQ_42.2.2","PRQ_42.3.1","PRQ_42.3.2","PRQ_42.4.1","PRQ_42.4.2","PRQ_43.1.1","PRQ_43.1.2","PRQ_43.2.1","PRQ_43.2.2","PRQ_43.3.1","PRQ_43.3.2","PRQ_43.4.1","PRQ_43.4.2"
"1",2,1.1,3,3,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA
"2",2,24.1,3,3,NA,NA,3,3,2,4,3,3,NA,NA,2,3,3,4,4,4,NA,NA,3,4,3,4,3,3,NA,NA,3,3,3,4,4,3,NA,NA,3,3,2,4,4,4,NA,NA,4,4,4,4,3,3,NA,NA,3,3,3,4,3,3,NA,NA,3,3,3,4,4,3,NA,NA,3,3,4,4,4,3,NA,NA,3,3,4,4,3,3,NA,NA,3,3,3,4
"3",2,12.2,2,3,3,3,2,3,NA,NA,2,2,2,3,3,3,NA,NA,2,3,3,4,4,3,NA,NA,3,4,4,2,4,4,NA,NA,3,4,2,2,2,3,NA,NA,4,4,4,4,4,4,NA,NA,2,3,2,2,2,3,NA,NA,2,3,2,3,3,3,NA,NA,2,4,3,2,3,4,NA,NA,3,4,3,3,3,4,NA,NA,2,3,3,3,3,3,NA,NA
"4",1,14.1,2,4,NA,NA,3,4,4,4,2,3,NA,NA,2,4,3,3,3,3,NA,NA,3,4,3,4,2,2,NA,NA,3,2,3,2,2,3,NA,NA,2,3,3,2,2,4,NA,NA,4,4,4,4,2,4,NA,NA,2,4,3,4,2,3,NA,NA,3,4,2,4,2,4,NA,NA,3,4,2,4,2,4,NA,NA,3,4,3,4,2,3,NA,NA,3,3,2,4
"5",1,1.1,4,3,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,NA,4,3,3,3,NA,NA,NA,NA,3,4,3,2,NA,NA,NA,NA,2,2,4,4,NA,NA,NA,NA,3,4,3,3,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,3,3,4,2,NA,NA,NA,NA,3,3,4,4,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,3,4
"6",2,11.2,2,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA
"7",2,16.1,3,2,3,3,3,3,NA,NA,3,2,2,3,2,3,NA,NA,2,2,3,3,3,3,NA,NA,3,2,3,3,3,2,NA,NA,3,2,3,2,3,4,NA,NA,4,3,4,4,4,4,NA,NA,4,2,4,3,3,4,NA,NA,3,2,3,3,2,4,NA,NA,3,3,3,3,2,4,NA,NA,4,4,3,4,3,4,NA,NA,3,2,3,3,3,4,NA,NA
"8",1,11.2,2,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA
"9",2,16.1,4,3,4,3,4,3,NA,NA,3,3,2,3,3,3,NA,NA,3,3,3,3,3,3,NA,NA,2,2,3,3,3,3,NA,NA,2,2,2,2,3,2,NA,NA,4,4,4,4,4,4,NA,NA,2,2,4,3,3,3,NA,NA,3,3,2,3,2,3,NA,NA,3,3,4,3,3,3,NA,NA,3,3,4,3,3,4,NA,NA,2,2,2,2,3,3,NA,NA
"10",1,16.2,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,4,4,4,4,4,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3
"11",1,19.1,3,4,NA,NA,3,3,NA,NA,2.68405797101449,3,NA,NA,3,3,NA,NA,2.97101449275362,2,NA,NA,4,3,NA,NA,2.81449275362319,4,NA,NA,3,4,NA,NA,2.68157208660683,3,NA,NA,2,4,NA,NA,3.78401206698685,4,NA,NA,4,4,NA,NA,2.98024644693403,4,NA,NA,4,4,NA,NA,2.85942028985507,2,NA,NA,4,3,NA,NA,3.06666666666667,4,NA,NA,3,4,NA,NA,3.55597118915096,4,NA,NA,4,4,NA,NA,2.98405797101449,4,NA,NA,4,4,NA,NA
"12",1,8.2,4,3,3,3,NA,NA,4,4,3,3,3,3,NA,NA,4,4,4,3,4,4,NA,NA,4,4,3,3,3,3,NA,NA,4,4,3,3,3,3,NA,NA,4,4,4,3,3,3,NA,NA,4,4,2,3,3,3,NA,NA,4,4,3,3,3,3,NA,NA,4,4,4,4,3,3,NA,NA,4,4,4,3,3,3,NA,NA,4,4,3,3,3,3,NA,NA,4,4
"13",1,7.2,3,4,3,4,4,4,4,4,2,2,2,3,3,3,2,3,3,2,2,4,3,3,4,4,3,3,3,2,3,2,2,3,2,2,3,3,2,3,2,1,4,4,3,4,3,4,4,4,3,3,3,3,3,2,4,3,3,2,3,3,3,3,2,3,3,4,3,4,3,3,2,4,3,4,3,4,3,3,3,4,3,3,3,3,3,2,4,3
"14",2,22.1,3,3,1,2,4,4,3,4,2,2,3,3,2,2,3,4,2,2,1,4,2,2,3,2,2,2,4,4,2,2,2,2,2,2,1,1,2,2,2,1,4,4,4,4,4,4,4,4,3,2,4,4,4,4,3,3,1,1,4,4,2,2,2,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,4
"15",2,18.1,3,4,2,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,3,2,2,2,3,2,3,3,4,4,4,4,4,4,4,4,3,4,3,4,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,4,2,4,2,3,4,4,4,4,3,4,3,4,3,3,3,3,3,3,3,3
"16",2,7.2,3,3,4,3,3,4,3,4,3,3,3,3,3,3,4,4,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,4,3,2,3,3,2,2,4,3,4,3,4,3,4,3,4,3,4,3,3,3,3,2,4,2,3,3,3,3,3,3,4,3,4,2,4,3,4,2,4,3,3,2,3,3,3,2,4,3,3,3,3,3,3,2,4
"17",2,14.1,3,3,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA
"18",2,17.1,4,3,4,3,4,3,4,2,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,4,3,3,3,2,3,3,3,4,3,3,3,2,2,3,2,4,3,3,4,4,4,4,4,3,3,2,4,2,4,4,4,3,2,3,3,3,2,3,3,3,2,3,2,4,2,3,3,3,4,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3
"19",2,13.1,3,3,3,4,4,3,3,4,2,2,2,2,2,3,3,3,4,3,3,4,3,3,4,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,4,4,3,4,3,3,3,3,4,4,3,3,3,2,3,3,3,3,2,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
"20",2,22.1,3,3,NA,NA,3,3,3,3,3,2,NA,NA,3,3,3,4,3,3,NA,NA,3,3,3,3,3,3,NA,NA,2,3,3,3,2,3,NA,NA,2,3,3,2,3,4,NA,NA,2,3,3,4,3,3,NA,NA,3,3,4,2,3,2,NA,NA,2,3,3,3,2,3,NA,NA,2,3,3,4,3,3,NA,NA,3,3,3,4,3,3,NA,NA,2,3,3,4
"21",2,18.3,3,3,2,3,3,3,NA,NA,2,3,2,4,4,3,NA,NA,4,4,3,4,4,4,NA,NA,4,4,3,4,4,3,NA,NA,2,4,2,4,3,3,NA,NA,3,4,3,4,4,4,NA,NA,3,2,3,3,4,3,NA,NA,2,4,2,4,4,3,NA,NA,2,2,2,3,3,3,NA,NA,3,4,2,4,3,3,NA,NA,3,3,2,4,4,3,NA,NA
"22",2,12.1,2,3,3,3,3,2,NA,NA,3,3,4,3,2,3,NA,NA,3,3,3,4,4,3,NA,NA,4,3,4,3,2,3,NA,NA,4,3,4,2,3,3,NA,NA,4,3,4,3,4,3,NA,NA,2,2,3,3,3,3,NA,NA,3,3,4,2,3,2,NA,NA,3,3,3,4,3,3,NA,NA,2,4,2,3,3,3,NA,NA,3,3,3,3,3,3,NA,NA
"23",2,16.1,3,3,NA,4,4,4,4,4,2,4,NA,3,4,3,4,4,2,3,NA,4,4,4,4,4,3,4,NA,3,2,3,4,4,2,4,NA,3,2,3,3,2,4,4,NA,4,4,4,4,4,4,4,NA,3,4,3,4,4,4,4,NA,3,NA,3,4,4,2,4,NA,4,2,4,2,4,4,4,NA,4,4,4,4,4,3,3,NA,3,4,4,2,4
"24",2,7.2,2,2,2,3,2,3,NA,NA,3,2,3,2,3,2,NA,NA,3,3,3,3,3,3,NA,NA,3,2,3,2,4,2,NA,NA,3,3,2,3,3,3,NA,NA,3,4,3,4,3,4,NA,NA,2,3,2,3,3,2,NA,NA,3,2,3,2,3,NA,NA,NA,2,2,2,3,3,3,NA,NA,3,4,3,4,3,4,NA,NA,3,3,3,3,3,3,NA,NA
"25",2,7.2,3,3,3,3,3,3,3,4,2,2,3,3,3,3,3,3,3,3,3,4,3,3,3,4,2,3,3,3,3,3,4,4,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,4,4,3,3,3,4,3,4,4,4,3,3,3,4,3,4,4,4,3,4,3,4,4,4,4,4,3,3,3,3,4,4,4,3
"26",2,10.2,3,4,NA,NA,4,3,4,4,3,3,NA,NA,3,3,3,4,4,2,NA,NA,3,3,3,NA,3,4,NA,NA,3,3,3,4,3,3,NA,NA,3,3,4,4,4,3,NA,NA,3,4,4,4,3,4,NA,NA,3,2,3,4,3,2,NA,NA,3,3,3,3,3,3,NA,NA,3,3,3,4,3,4,NA,NA,3,4,4,4,3,4,NA,NA,3,3,3,4
"27",2,18.1,2,3,2,3,3,3,NA,NA,2,3,2,3,2,3,NA,NA,2,2,2,3,3,3,NA,NA,2,3,2,3,2,3,NA,NA,3,2,2,2,2,3,NA,NA,3,3,3,4,3,4,NA,NA,2,3,2,4,2,3,NA,NA,2,3,2,3,3,3,NA,NA,3,3,2,4,3,3,NA,NA,3,3,3,3,3,3,NA,NA,3,3,3,3,3,3,NA,NA
"28",2,19.2,2,3,3,3,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,2,3,3,2,NA,NA,NA,NA,3,2,3,3,NA,NA,NA,NA,1,3,2,3,NA,NA,NA,NA,3,4,3,4,NA,NA,NA,NA,2,2,3,2,NA,NA,NA,NA,2,2,3,3,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,3,3,4,3,NA,NA,NA,NA,2,3,3,3,NA,NA,NA,NA
"29",2,13.1,3,3,3,3,3,2,NA,NA,2,2,3,2,3,2,NA,NA,3,3,3,3,4,4,NA,NA,2,2,4,3,3,3,NA,NA,4,3,2,3,3,2,NA,NA,3,4,4,4,4,4,NA,NA,3,2,3,3,3,3,NA,NA,3,2,3,2,3,3,NA,NA,3,4,3,4,3,3,NA,NA,3,3,3,4,3,3,NA,NA,3,3,3,3,3,3,NA,NA
"30",2,14.1,4,4,NA,NA,NA,NA,4,NA,3,3,NA,NA,NA,NA,3,NA,2,4,NA,NA,NA,NA,4,NA,2,4,NA,NA,NA,NA,3,NA,3,4,NA,NA,NA,NA,3,NA,4,4,NA,NA,NA,NA,4,NA,3,4,NA,NA,NA,NA,3,NA,3,3,NA,NA,NA,NA,3,NA,3,4,NA,NA,NA,NA,4,NA,4,4,NA,NA,NA,NA,4,NA,3,3,NA,NA,NA,NA,4,NA
"31",2,16.1,3,4,2,3,3,4,2,4,2,3,2,3,2,3,2,4,3,3,3,4,3,4,3,4,4,3,3,3,3,4,2,4,2.58706840019499,3,2,2,3,3,2,2,4,4,4,4,3,4,3,4,2,4,3,3,3,4,2,4,2,3,2,3,3,4,2,4,2,4,2,4,2,4,2,4,3,4,3,4,2,4,2,4,3,4,3,4,2,4,2,4
"32",2,24.1,3,2,3,2,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,4,2,4,3,3,3,2,3,3,2,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,2,3,2,3,2,3,2,3,3,3,3,3,3,3,2,3,3,2,3,3,4,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3
"33",1,17.1,3,4,3,4,3,3,NA,NA,3,3,3,3,3,4,NA,NA,3,3,4,3,4,4,NA,NA,3,2,4,4,4,3,NA,NA,3,2,4,2,4,4,NA,NA,4,4,4,4,4,4,NA,NA,3,4,3,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,3,3,4,4,4,NA,NA
"34",1,24.1,2,3,2,3,3,3,3,4,2,3,2,3,2,3,2,4,2,3,2,3,3,4,3,4,2,2,2,3,2,3,2,4,2,2,2,3,1,3,3,3,3,3,4,4,3,4,3,4,2,2,2,3,3,3,3,4,2,3,2,3,3,3,3,4,2,3,2,4,3,3,2,4,3,3,2,4,4,4,3,4,2,2,2,3,3,3,3,4
"35",1,5.1,2,4,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA
"36",1,18.2,4,4,NA,NA,4,NA,4,4,2,2,NA,NA,4,NA,4,3,3,2,NA,NA,4,NA,4,4,3,2,NA,NA,NA,NA,2,4,4,4,NA,NA,4,NA,2,4,4,4,NA,NA,4,NA,4,4,4,4,NA,NA,NA,NA,4,4,3,4,NA,NA,2,NA,3,4,4,4,NA,NA,4,NA,4,4,4,4,NA,NA,4,NA,4,4,2,4,NA,NA,4,NA,4,4
"37",1,13.1,2,3,NA,NA,2,3,NA,NA,2,2,NA,NA,1,3,NA,NA,2,3,NA,NA,2,3,NA,NA,2,3,NA,NA,1,3,NA,NA,2,2,NA,NA,2,2,NA,NA,4,3,NA,NA,4,3,NA,NA,2,2,NA,NA,2,3,NA,NA,2,2,NA,NA,2,3,NA,NA,3,3,NA,NA,4,3,NA,NA,3,3,NA,NA,4,3,NA,NA,2,3,NA,NA,3,3,NA,NA
"38",1,1.1,3,3,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA
"39",1,19.3,4,4,NA,NA,NA,NA,4,4,4,3,NA,NA,NA,NA,4,4,4,3,NA,NA,NA,NA,4,4,4,3,NA,NA,NA,NA,4,3,2,3,NA,NA,NA,NA,3,3,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,1,4,3,NA,NA,NA,NA,4,4,2,3,NA,NA,NA,NA,NA,3,3,4,NA,NA,NA,NA,4,4,2,3,NA,NA,NA,NA,3,4
"40",1,13.2,2,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,2,3,2,3,3,2,3,3,2,2,3,3,3,4,4,3,4,4,4,4,4,3,3,3,2,3,3,4,4,3,3,3,2,3,3,3,4,3,4,3,4,3,3,2,3,4,4,3,3,3,3,3,4,3,4,2,3,3,3,4,4
"41",1,6.1,4,3,4,3,4,3,4,3,3,3,3,2,3,3,3,2,4,2,3,3,4,3,4,4,3,3,3,4,3,4,3,2,2,3,2,4,3,4,3,1,4,4,4,4,4,4,4,4,4,2,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,4,4,4,4,1,4,3,4,4,4,4,4,4,3,4,3,4,3,4,4,4
"42",1,16.1,4,4,3,4,4,4,4,4,3,3,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,3,4,4,4,NA,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,3,4,3,4,4,4,3,4,3,4,3,4,3,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,4,4
"43",1,11.2,3,4,4,3,NA,NA,4,4,2,2,2,3,NA,NA,3,3,3,4,3,3,NA,NA,4,3,3,3,2,2,NA,NA,3,3,3,1,1,1,NA,NA,3,3,4,3,4,3,NA,NA,4,4,3,4,3,3,NA,NA,3,4,3,3,3,3,NA,NA,3,3,2,3,3,2,NA,NA,3,3,4,3,4,3,NA,NA,4,3,3,3,3,2,NA,NA,3,3
"44",1,18.1,2,3,NA,NA,3,3,4,4,3,3,NA,NA,3,2,4,3,3,4,NA,NA,3,3,4,4,4,3,NA,NA,4,2,4,3,4,2,NA,NA,3,3,4,2,4,4,NA,NA,4,4,4,4,2,4,NA,NA,3,3,2,4,3,4,NA,NA,3,3,4,4,2,4,NA,NA,3,4,3,1,4,4,NA,NA,3,4,4,4,3,3,NA,NA,3,3,3,4
"45",1,5.2,2,3,3,4,2,4,NA,NA,2,3,3,4,2,4,NA,NA,2,4,3,4,2,4,NA,NA,2,4,3,4,2,4,NA,NA,3,4,3,4,2,4,NA,NA,4,4,4,4,4,4,NA,NA,2,3,3,4,2,4,NA,NA,2,4,3,4,2,4,NA,NA,2,3,3,4,3,4,NA,NA,3,4,4,4,4,4,NA,NA,2,4,3,4,2,4,NA,NA
"46",1,19.3,2,4,NA,NA,NA,NA,2,4,2,2,NA,NA,NA,NA,3,4,2,3,NA,NA,NA,NA,4,4,2,4,NA,NA,NA,NA,3,3,2.80646136507382,3.24363751561889,NA,NA,NA,NA,3,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,2,4,3,3,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,3,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,3,4
"47",1,15.1,2,4,3,3,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,3,4,3,4,NA,NA,NA,NA,3,3,2,2,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,3,4,2,3,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,2,4,2,4,NA,NA,NA,NA,3,4,4,4,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA
"48",2,12.2,2,3,NA,NA,NA,3,4,4,2,3,NA,NA,NA,3,3,4,2,3,NA,NA,NA,4,2,4,3,3,NA,NA,NA,3,2,4,3,3,NA,NA,NA,3,2,4,3,4,NA,NA,NA,4,3,4,2,3,NA,NA,NA,3,2,4,3,3,NA,NA,NA,3,2,4,2,4,NA,NA,NA,4,2,4,3,4,NA,NA,NA,4,3,4,3,3,NA,NA,NA,4,2,4
"49",1,7.2,3,3,NA,NA,NA,NA,2,4,2,3,NA,NA,NA,NA,3,3,3,4,NA,NA,NA,NA,3,4,3,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,3,4,4,4,NA,NA,NA,NA,4,4,2,4,NA,NA,NA,NA,4,4,2,3,NA,NA,NA,NA,3,3,2,3,NA,NA,NA,NA,2,4,4,4,NA,NA,NA,NA,2,4,4,4,NA,NA,NA,NA,3,4
"50",1,19.3,2,3,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA
