"","child_sex","cluster","PRQ_1.1.1","PRQ_1.1.2","PRQ_1.2.1","PRQ_1.2.2","PRQ_1.3.1","PRQ_1.3.2","PRQ_1.4.1","PRQ_1.4.2","PRQ_2.1.1","PRQ_2.1.2","PRQ_2.2.1","PRQ_2.2.2","PRQ_2.3.1","PRQ_2.3.2","PRQ_2.4.1","PRQ_2.4.2","PRQ_3.1.1","PRQ_3.1.2","PRQ_3.2.1","PRQ_3.2.2","PRQ_3.3.1","PRQ_3.3.2","PRQ_3.4.1","PRQ_3.4.2","PRQ_16.1.1","PRQ_16.1.2","PRQ_16.2.1","PRQ_16.2.2","PRQ_16.3.1","PRQ_16.3.2","PRQ_16.4.1","PRQ_16.4.2","PRQ_21.1.1","PRQ_21.1.2","PRQ_21.2.1","PRQ_21.2.2","PRQ_21.3.1","PRQ_21.3.2","PRQ_21.4.1","PRQ_21.4.2","PRQ_26.1.1","PRQ_26.1.2","PRQ_26.2.1","PRQ_26.2.2","PRQ_26.3.1","PRQ_26.3.2","PRQ_26.4.1","PRQ_26.4.2","PRQ_31.1.1","PRQ_31.1.2","PRQ_31.2.1","PRQ_31.2.2","PRQ_31.3.1","PRQ_31.3.2","PRQ_31.4.1","PRQ_31.4.2","PRQ_36.1.1","PRQ_36.1.2","PRQ_36.2.1","PRQ_36.2.2","PRQ_36.3.1","PRQ_36.3.2","PRQ_36.4.1","PRQ_36.4.2","PRQ_40.1.1","PRQ_40.1.2","PRQ_40.2.1","PRQ_40.2.2","PRQ_40.3.1","PRQ_40.3.2","PRQ_40.4.1","PRQ_40.4.2","PRQ_42.1.1","PRQ_42.1.2","PRQ_42.2.1","PRQ_42.2.2","PRQ_42.3.1","PRQ_42.3.2","PRQ_42.4.1","PRQ_42.4.2","PRQ_43.1.1","PRQ_43.1.2","PRQ_43.2.1","PRQ_43.2.2","PRQ_43.3.1","PRQ_43.3.2","PRQ_43.4.1","PRQ_43.4.2"
"51",2,20.1,4,3,4,4,3,4,4,4,3,2,2,3,3,3,4,4,4,3,3,3,4,4,4,3,3,3,4,3,4,3,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,2,4,3,2,3,3,3,4,3,4,2,3,2,3,3,4,2,4,4,4,4,4,4,4,4,4,3,2,3,2,3,3,4,3
"52",2,7.2,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,4,4,3,3,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,3,3,3,4,2,4,2,3,3,3,3,3,3,4,4,4,3,4,3,4,3,4,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,4,3,4
"53",1,16.2,4,2,3,3,4,2,4,4,4,1,3,2,3,1,4,2,4,2,3,2,4,3,4,4,4,2,3,2,3,2,4,4,4,2,3,2,3,2,3,2,4,4,4,4,4,4,4,4,4,2,3,2,3,3,4,4,4,2,3,3,3,3,4,2,2,1,3,2,2,2,2,1,4,4,3,4,3,3,4,4,4,3,3,3,3,3,4,3
"54",1,2.1,4,3,2,2,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,2,2,3,3,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,3,2,4,2,NA,NA,NA,NA,4,3,4,3,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,NA,2,3,3,3,NA,NA,NA,NA,3,3,2,3,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA
"55",2,17.1,3,2,2,3,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,2,2,2,3,2,3,3,3,3,3,4,3,3,3,3,3,2,3,4,3,3,2,2,3,2,3,3,3,3,3,2,3,2,3,3,3,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"56",2,25.1,3,4,3,4,4,4,4,4,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4,2,3,4,3,4,2,2,3,4,2,4,3,3.18479297615813,3,2,3,3,4,4,4,4,4,4,4,4,3,4,3,4,3,3,3,2,3,3,3,4,3,2,3,2,4,3,3,3,3,3,3,2,3,4,4,4,4,3,4,2,3,3,3,3,3,3,3,2
"57",1,5.2,2,4,NA,NA,3,4,NA,NA,2,4,NA,NA,3,4,NA,NA,3,4,NA,NA,4,4,NA,NA,3,3,NA,NA,3,4,NA,NA,3,3,NA,NA,3,4,NA,NA,4,4,NA,NA,4,4,NA,NA,2,4,NA,NA,3,4,NA,NA,3,4,NA,NA,3,4,NA,NA,2,4,NA,NA,3,4,NA,NA,4,4,NA,NA,4,4,NA,NA,3,3,NA,NA,3,4,NA,NA
"58",2,3.3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,3,3,3,3,2,3,2,2,3,4,2,3,2,3,2,3,4,4,4,4,4,4,4,4,3,2,3,2,3,3,4,3,4,3,3,3,3,3,3,4,3,4,2,3,2,4,2,4,4,4,3,4,3,4,4,4,3,3,3,3,3,3,4,4
"59",2,14.1,4,3,NA,NA,2,3,3,4,2,3,NA,NA,3,3,3,4,2,3,NA,NA,3,3,3,4,2,3,NA,NA,3,3,3,3,1,3,NA,NA,3,3,2,3,3,4,NA,NA,4,4,3,4,2,4,NA,NA,2,3,3,3,2,3,NA,NA,3,3,3,3,2,4,NA,NA,3,3,3,3,3,3,NA,NA,3,3,4,3,2,3,NA,NA,3,3,3,3
"60",1,3.3,3,2,NA,NA,4,3,3,4,2,2,NA,NA,2,3,2,3,3,4,NA,NA,3,4,3,3,4,3,NA,NA,2,3,2,2,2,2,NA,NA,2,2,3,1,4,4,NA,NA,4,4,4,4,4,3,NA,NA,3,3,2,4,2,2,NA,NA,3,3,2,3,4,3,NA,NA,4,4,2,4,2,3,NA,NA,4,4,2,4,3,3,NA,NA,3,3,3,3
"61",1,13.1,2,4,2,4,3,3,NA,NA,2,3,3,3,2,3,NA,NA,3,4,3,3,3,4,NA,NA,3,3,3,3,3,3,NA,NA,3,2,2,2,3,2,NA,NA,4,4,3,3,3,4,NA,NA,2,3,2,4,2,3,NA,NA,3,3,2,3,2,3,NA,NA,2,4,2,3,3,3,NA,NA,3,3,3,3,3,3,NA,NA,2,4,2,3,3,3,NA,NA
"62",1,21.2,3,3,3,3,3,4,3,4,3,3,3,3,3,4,3,4,3,4,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,2,3,3,3,4,3,3,4,3,3,3,4,3,4,3,4,4,2,3,3,3,3,3,4,4,3,3,4,3,4,3,4,3,3,3,3,3,3,3,4
"63",1,18.2,4,4,4,4,3,4,4,4,3,2,2,3,3,3,4,3,3,3,4,4,4,4,4,4,2,2,2,3,2,2,4,2,4,4,1,2,1,2,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,3,4,4,4,3,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4
"64",2,14.1,3,3,NA,NA,NA,3,NA,NA,4,3,NA,NA,NA,3,NA,NA,3,3,NA,NA,NA,3,NA,NA,3,2,NA,NA,NA,3,NA,NA,2,4,NA,NA,NA,2,NA,NA,4,4,NA,NA,NA,4,NA,NA,3,3,NA,NA,NA,3,NA,NA,3,3,NA,NA,NA,3,NA,NA,3,3,NA,NA,NA,2,NA,NA,3,4,NA,NA,NA,3,NA,NA,3,3,NA,NA,NA,3,NA,NA
"65",1,17.1,NA,NA,2,2,3,3,NA,NA,NA,NA,2,3,2,4,NA,NA,NA,NA,3,4,3,4,NA,NA,NA,NA,2,3,2,4,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,3,4,3,4,NA,NA,NA,NA,2,3,3,3,NA,NA,NA,NA,2,3,3,4,NA,NA,NA,NA,2,3,3,3,NA,NA,NA,NA,3,4,3,4,NA,NA,NA,NA,2,4,3,4,NA,NA
"66",1,12.2,3,4,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA
"67",1,24.1,4,3,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA
"68",1,10.4,3,3,4,3,NA,NA,NA,NA,3,4,2,4,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,4,4,3,4,NA,NA,NA,NA,3,3,2,2,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,3,4,4,3,NA,NA,NA,NA,3,3,3,4,NA,NA,NA,NA,3,3,2,4,NA,NA,NA,NA,3,3,3,4,NA,NA,NA,NA,3,4,2,4,NA,NA,NA,NA
"69",1,7.2,3,3,4,3,4,2,NA,NA,2,2,3,3,3,2,NA,NA,2,3,3,4,3,2,NA,NA,2,3,3,4,3,3,NA,NA,2,2,3,3,2,2,NA,NA,4,4,3,4,4,4,NA,NA,3,3,3,3,3,2,NA,NA,2,2,3,3,3,2,NA,NA,3,3,3,3,3,3,NA,NA,3,3,3,4,3,3,NA,NA,3,3,3,3,3,3,NA,NA
"70",1,3.1,2,3,2,2,4,4,NA,NA,2,3,3,3,4,4,NA,NA,2,4,4,4,4,4,NA,NA,3,4,4,4,4,4,NA,NA,3,4,2,4,4,4,NA,NA,4,4,4,4,3,3,NA,NA,3,4,2,4,3,3,NA,NA,3,4,3,3,4,4,NA,NA,3,4,3,4,4,4,NA,NA,3,4,4,4,4,4,NA,NA,2,4,3,3,4,4,NA,NA
"71",1,14.1,3,4,NA,NA,NA,NA,3,4,2,3,NA,NA,NA,NA,3,4,3,3,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,3,4,4,3,NA,NA,NA,NA,4,3,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,4,4,3,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,4,4
"72",1,3.4,3,4,NA,NA,3,3,NA,NA,4,4,NA,NA,4,3,NA,NA,4,4,NA,NA,4,4,NA,NA,4,4,NA,NA,3,3,NA,NA,4,3,NA,NA,4,3,NA,NA,4,4,NA,NA,4,4,NA,NA,3,4,NA,NA,3,3,NA,NA,4,4,NA,NA,3,4,NA,NA,3,4,NA,NA,2,3,NA,NA,4,4,NA,NA,3,4,NA,NA,4,4,NA,NA,3,4,NA,NA
"73",2,3.2,2,3,NA,NA,2,4,2,2,2,3,NA,NA,2,3,2,2,2,4,NA,NA,2,3,2,2,2,4,NA,NA,3,3,2,2,2,3,NA,NA,2,3,2,2,3,4,NA,NA,3,4,2,2,2,3,NA,NA,2,4,2,2,2,3,NA,NA,2,4,2,2,2,4,NA,NA,2,4,2,2,3,4,NA,NA,3,4,2,2,2,4,NA,NA,2,4,2,2
"74",2,1.1,2,2,NA,NA,2,4,NA,NA,3,3,NA,NA,3,3,NA,NA,3,3,NA,NA,3,4,NA,NA,2,4,NA,NA,2,4,NA,NA,3,3,NA,NA,2,4,NA,NA,3,4,NA,NA,4,4,NA,NA,2,4,NA,NA,3,4,NA,NA,3,3,NA,NA,3,4,NA,NA,1,4,NA,NA,2,4,NA,NA,2,4,NA,NA,2,4,NA,NA,3,3,NA,NA,3,4,NA,NA
"75",1,17.1,4,1,2,4,4,2,3,2,3,3,3,4,4,3,3,4,3,3,3,4,4,3,4,4,2,3,2,3,3,3,3,3,2,2,2,3,3,3,2,2,4,4,4,4,4,3,4,4,3,2,2,4,3,2,4,2,3,3,3,3,3,3,4,3,3,1,2,4,4,1,4,2,4,3,3,4,4,3,4,3,3,3,3,3,3,3,3,4
"76",1,2.1,2,2,2,2,NA,2,NA,NA,3,2,3,3,NA,3,NA,NA,2,3,2,3,NA,4,NA,NA,3,4,2,3,NA,4,NA,NA,3,3,2,4,NA,4,NA,NA,4,4,4,4,NA,4,NA,NA,2,2,2,2,NA,4,NA,NA,3,4,2,3,NA,4,NA,NA,3,3,3,2,NA,3,NA,NA,4,4,4,3,NA,4,NA,NA,2,3,3,3,NA,4,NA,NA
"77",1,7.2,3,3,4,3,4,3,NA,NA,3,3,3,3,3,3,NA,NA,3,3,3,3,3,4,NA,NA,3,3,3,3,3,3,NA,NA,3,3,3,3,3,3,NA,NA,4,4,4,4,4,4,NA,NA,3,4,4,4,3,4,NA,NA,3,3,3,3,3,4,NA,NA,3,3,3,3,3,3,NA,NA,4,4,4,4,3,4,NA,NA,3,4,3,3,3,3,NA,NA
"78",1,12.2,3,2,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3,2,4,3,4,4,4,3,4,4,3,2,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,4,4,3,4,3,4,3,3,3,4,3,3,3,3
"79",1,10.4,2,2,3,2,3,4,NA,NA,2,2,3,2,3,3,NA,NA,3,2,3,2,3,3,NA,NA,3,3,3,3,3,3,NA,NA,2,2,2,3,2,3,NA,NA,4,4,4,3,4,4,NA,NA,2,2,3,3,3,3,NA,NA,2,2,3,3,3,3,NA,NA,2,3,3,4,3,3,NA,NA,4,4,3,4,3,4,NA,NA,3,3,3,3,3,3,NA,NA
"80",1,22.2,3,3,NA,NA,3,4,NA,NA,3,3,NA,NA,3,3,NA,NA,3,3,NA,NA,3,4,NA,NA,3,3,NA,NA,2,4,NA,NA,3,3,NA,NA,3,3,NA,NA,4,4,NA,NA,4,4,NA,NA,2,2,NA,NA,3,4,NA,NA,4,3,NA,NA,3,3,NA,NA,4,2,NA,NA,3,3,NA,NA,4,3,NA,NA,3,3,NA,NA,4,3,NA,NA,3,3,NA,NA
"81",1,15.1,4,2,2,2,4,4,4,4,4,3,3,3,3,3,3,4,3,4,3,3,3,4,3,4,3,3,3,3,3,4,2,4,3,4,3,3,3,4,2,4,3,4,4,4,4,4,4,3,3,3,3,2,4,3,4,4,3,3,4,4,3,4,3,4,3,3,4,4,4,1,3,3,3,4,3,3,4,4,4,3,3,4,3,3,3,4,3,4
"82",2,18.1,3,4,3,4,3,4,4,3,2,3,2,3,3,3,2,3,2,3,3,4,3,4,2,3,2,3,2,3,3,3,3,3,1,2,2,2,2,3,2,3,4,3,3,4,4,4,2,4,3,3,2,3,3,4,2,3,2,4,2,3,2,4,2,3,2,4,2,3,2,4,2,3,3,4,3,4,3,4,3,4,2,3,2,3,3,4,2,3
"83",1,16.2,4,2,NA,NA,3,3,NA,NA,2,3,NA,NA,1,2,NA,NA,3,4,NA,NA,2,3,NA,NA,3,4,NA,NA,1,3,NA,NA,3,2,NA,NA,3,1,NA,NA,4,4,NA,NA,4,4,NA,NA,3,2,NA,NA,3,2,NA,NA,3,3,NA,NA,3,3,NA,NA,3,3,NA,NA,2,4,NA,NA,3,4,NA,NA,3,4,NA,NA,3,2,NA,NA,3,3,NA,NA
"84",1,25.2,3,4,3,3,3,2,3,3,2,3,2,3,2,3,2,4,2,4,2,4,3,4,2,4,3,4,2,4,3,4,3,4,2,4,2,3,2,1,3,3,4,4,4,4,4,4,4,4,2,4,3,3,3,2,3,2,2,3,1,3,2,3,2,3,2,4,2,4,2,4,2,3,3,4,3,4,3,3,3,4,2,4,3,4,3,3,3,4
"85",1,10.3,2,3,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA
"86",1,10.2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,4,2,3,3,3,3,3,4,3,2,3,3,3,2,3,3,3,3,3,4,3,3,3,4,4,3,3,2,3,3,3,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,4
"87",1,14.1,2,3,NA,NA,4,2,NA,NA,3,3,NA,NA,3,2,NA,NA,3,3,NA,NA,3,3,NA,NA,2,3,NA,NA,3,2,NA,NA,2,2,NA,NA,2,2,NA,NA,4,4,NA,NA,4,4,NA,NA,2,3,NA,NA,2,3,NA,NA,3,3,NA,NA,3,2,NA,NA,2,4,NA,NA,3,2,NA,NA,3,4,NA,NA,3,3,NA,NA,3,3,NA,NA,3,3,NA,NA
"88",1,7.2,2,3,2,3,2,3,4,3,2,3,2,4,3,4,4,4,2,4,3,4,4,4,4,4,2,3,3,3,4,4,4,3,2,3,4,4,4,3,4,3,3,4,4,4,4,4,4,3,2,2,4,4,4,4,4,3,2,4,3,4,3,4,4,4,2,4,3,4,3,4,2,4,3,4,4,4,4,4,4,4,2,3,3,4,4,4,3,4
"89",1,2.1,NA,NA,3,4,3,2,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,2,2,3,3,NA,NA,NA,NA,2,2,3,3,NA,NA,NA,NA,4,3,3,4,NA,NA,NA,NA,2,2,3,2,NA,NA,NA,NA,2,2,3,3,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,3,3,3,2,NA,NA
"90",1,18.4,4,3,4,3,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,3,3,4,3,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,2,3,3,3,NA,NA,NA,NA,4,3,3,4,NA,NA,NA,NA,3,3,4,3,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,3,3,3,4,NA,NA,NA,NA,3,4,4,4,NA,NA,NA,NA,3,3,4,3,NA,NA,NA,NA
"91",2,19.3,4,4,3,4,3,3,4,4,2,3,3,3,3,4,3,4,3,3,3,3,2,4,4,4,2,3,2,3,3,3,3,3,2,4,2,3,3,3,4,4,4,4,3,3,4,4,4,4,3,4,3,4,3,4,3,4,2,3,3,3,3,3,3,3,2,4,2,4,3,4,3,4,4,4,3,4,3,4,4,4,3,3,2,3,3,3,4,4
"92",2,16.2,4,3,3,3,4,3,4,4,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,2,3,3,2,3,3,3,3,3,3,3,2,3,1,3,2,3,4,3,4,3,3,3,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,4,4,3,4,3,3,3,4,4,4,4,3,3,3,3,4,4,3,3,3,3,3,3,4,4
"93",2,16.2,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA
"94",2,5.2,3,3,NA,NA,NA,NA,3,4,3,2,NA,NA,NA,NA,3,4,3,3,NA,NA,NA,NA,4,4,2,3,NA,NA,NA,NA,4,3,2,2,NA,NA,NA,NA,3,2,4,4,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,2,4,4,3,NA,NA,NA,NA,3,3,2,3,NA,NA,NA,NA,2,4,3,3,NA,NA,NA,NA,3,4,3,2,NA,NA,NA,NA,3,3
"95",2,24.1,4,3,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,NA,3,2,3,1,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,3,3,2,1,NA,NA,NA,NA,2,1,2,4,NA,NA,NA,NA,3,3,2,2,NA,NA,NA,NA,2,2,2,3,NA,NA,NA,NA,3,2,2,4,NA,NA,NA,NA,2,4,3,4,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,3,3
"96",1,13.2,3,3,3,3,NA,NA,NA,NA,3,3,2,2,NA,NA,NA,NA,3,4,2,2,NA,NA,NA,NA,3,4,3,3,NA,NA,NA,NA,3,4,2,3,NA,NA,NA,NA,3,4,3,4,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,3,4,4,3,NA,NA,NA,NA,3,4,3,3,NA,NA,NA,NA,3,4,3,3,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA
"97",2,4.1,2,4,4,4,4,4,NA,NA,4,2,3,3,4,3,NA,NA,3,2,3,3,4,3,NA,NA,3,2,2,2,2,3,NA,NA,2,2,3,2,2,3,NA,NA,4,4,3,4,4,4,NA,NA,2,3,2,4,4,4,NA,NA,2,2,3,3,2,4,NA,NA,2,4,2,4,3,2,NA,NA,4,3,3,4,3,4,NA,NA,3,2,2,3,3,3,NA,NA
"98",2,5.2,3,4,NA,4,NA,NA,NA,NA,2,3,NA,3,NA,NA,NA,NA,2,3,NA,3,NA,NA,NA,NA,2,2,NA,3,NA,NA,NA,NA,2,2,NA,3,NA,NA,NA,NA,4,4,NA,3,NA,NA,NA,NA,3,4,NA,4,NA,NA,NA,NA,2,2,NA,3,NA,NA,NA,NA,3,4,NA,4,NA,NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,2,2,NA,3,NA,NA,NA,NA
"99",2,21.1,3,4,4,4,NA,NA,NA,4,2,3,2,4,NA,NA,NA,4,2,4,3,4,NA,NA,NA,4,2,4,3,4,NA,NA,NA,4,3,4,4,4,NA,NA,NA,3,4,4,4,4,NA,NA,NA,4,2,4,3,4,NA,NA,NA,2,3,4,3,4,NA,NA,NA,4,3,4,3,4,NA,NA,NA,4,4,4,3,4,NA,NA,NA,4,4,4,3,4,NA,NA,NA,4
"100",2,11.1,3,4,NA,NA,3,3,NA,NA,3,4,NA,NA,3,3,NA,NA,3,4,NA,NA,3,3,NA,NA,2,4,NA,NA,3,2,NA,NA,3,3,NA,NA,2,2,NA,NA,4,4,NA,NA,4,4,NA,NA,4,4,NA,NA,3,3,NA,NA,3,4,NA,NA,3,3,NA,NA,3,4,NA,NA,3,4,NA,NA,4,4,NA,NA,4,4,NA,NA,3,3,NA,NA,3,3,NA,NA
"101",1,10.4,3,4,NA,NA,3,3,NA,NA,2,3,NA,NA,2,3,NA,NA,3,4,NA,NA,4,2,NA,NA,2,4,NA,NA,2,2,NA,NA,1,4,NA,NA,3,3,NA,NA,3,4,NA,NA,3,3,NA,NA,3,3,NA,NA,3,3,NA,NA,2,4,NA,NA,3,2,NA,NA,2,4,NA,NA,4,3,NA,NA,2,4,NA,NA,3,4,NA,NA,2,4,NA,NA,3,3,NA,NA
"102",1,13.1,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA
"103",2,18.2,3,4,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA
"104",2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",1,7.1,4,4,3,4,3,4,4,4,3,3,3,3,3,3,4,3,4,3,4,3,4,4,4,3,3,2,4,2,4,3,4,4,3,2,4,2,3,3,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,3,2,3,4,4,4,3,3,3,4,3,4,3,4,4,4,4,4,3,4,4,4,3,3,4,3,4,4,4,4
"106",1,7.2,4,2,NA,NA,3,3,NA,NA,2,2,NA,NA,3,3,NA,NA,4,3,NA,NA,4,3,NA,NA,3,4,NA,NA,3,4,NA,NA,3,4,NA,NA,3,4,NA,NA,4,4,NA,NA,4,4,NA,NA,4,2,NA,NA,4,3,NA,NA,3,3,NA,NA,4,3,NA,NA,4,3,NA,NA,4,3,NA,NA,4,3,NA,NA,4,3,NA,NA,3,3,NA,NA,3,4,NA,NA
