"","child_sex","cluster","Erc_edc_1.1.1","Erc_edc_1.1.2","Erc_edc_1.2.1","Erc_edc_1.2.2","Erc_edc_1.3.1","Erc_edc_1.3.2","Erc_edc_1.4.1","Erc_edc_1.4.2","Erc_edc_3.1.1","Erc_edc_3.1.2","Erc_edc_3.2.1","Erc_edc_3.2.2","Erc_edc_3.3.1","Erc_edc_3.3.2","Erc_edc_3.4.1","Erc_edc_3.4.2","Erc_edc_7.1.1","Erc_edc_7.1.2","Erc_edc_7.2.1","Erc_edc_7.2.2","Erc_edc_7.3.1","Erc_edc_7.3.2","Erc_edc_7.4.1","Erc_edc_7.4.2","Erc_edc_15.1.1","Erc_edc_15.1.2","Erc_edc_15.2.1","Erc_edc_15.2.2","Erc_edc_15.3.1","Erc_edc_15.3.2","Erc_edc_15.4.1","Erc_edc_15.4.2","Erc_edc_16.1.1","Erc_edc_16.1.2","Erc_edc_16.2.1","Erc_edc_16.2.2","Erc_edc_16.3.1","Erc_edc_16.3.2","Erc_edc_16.4.1","Erc_edc_16.4.2","Erc_edc_18.1.1","Erc_edc_18.1.2","Erc_edc_18.2.1","Erc_edc_18.2.2","Erc_edc_18.3.1","Erc_edc_18.3.2","Erc_edc_18.4.1","Erc_edc_18.4.2","Erc_edc_21.1.1","Erc_edc_21.1.2","Erc_edc_21.2.1","Erc_edc_21.2.2","Erc_edc_21.3.1","Erc_edc_21.3.2","Erc_edc_21.4.1","Erc_edc_21.4.2","Erc_edc_23.1.1","Erc_edc_23.1.2","Erc_edc_23.2.1","Erc_edc_23.2.2","Erc_edc_23.3.1","Erc_edc_23.3.2","Erc_edc_23.4.1","Erc_edc_23.4.2","Erc_edc_5.1.1","Erc_edc_5.1.2","Erc_edc_5.2.1","Erc_edc_5.2.2","Erc_edc_5.3.1","Erc_edc_5.3.2","Erc_edc_5.4.1","Erc_edc_5.4.2"
"142",1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",2,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",1,25.1,1,1,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,4,3,3,4,4,NA,NA,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,NA,NA,4,4,2,2,4,4,NA,NA,3,3,4,4,4,4,NA,NA,3,3
"145",2,14.1,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,2,2,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,4,4,3,3
"146",2,12.1,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,3,4,4,4,4,3,3,4,4,1,1,3,3,3,3,3,3,3,3
"147",1,5.2,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA
"148",2,15.1,NA,NA,3,3,NA,NA,4,4,NA,NA,3,3,NA,NA,4,4,NA,NA,3,3,NA,NA,3,3,NA,NA,4,4,NA,NA,2,2,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,2,2,NA,NA,3,3,NA,NA,2,2,NA,NA,2,2,NA,NA,2,2,NA,NA,4,4
"149",2,13.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,NA,NA,3,3,4,4,4,4,3,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,3,3,4,4,3,3,1,1,3,3,4,4,2,2,3,3,3,3,4,4,4,4,3,3
"150",2,16.1,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,3,3,4,4,3,3,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,3,3,4,4,4,4,NA,NA,4,4,4,4,3,3,NA,NA,3,3,4,4,3,3
"151",2,7.2,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,2,2,4,4,3,3,4,4,4,4,4,4,4,4,3,3
"152",2,10.3,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA
"153",2,2.1,4,NA,NA,NA,4,4,3,3,2,NA,NA,NA,4,4,4,4,4,NA,NA,NA,4,4,4,4,4,NA,NA,NA,4,4,2,2,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,1,2,2,3,NA,NA,NA,2,2,3,3,1,NA,NA,NA,4,4,3,3,4,NA,NA,NA,4,4,4,4
"154",2,12.2,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,3,3,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,3,3,4,4,3,3,NA,NA,3,3,4,4,3,3,NA,NA,4,4,4,4,4,4,NA,NA
"155",2,16.1,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,3,3,3,3,3,3,NA,NA,4,4,4,4,4,4,NA,NA,3,3,3,3,2,2,NA,NA
"156",2,8.1,NA,NA,3,3,4,4,NA,NA,NA,NA,3,3,4,4,NA,NA,NA,NA,2,2,4,4,NA,NA,NA,NA,2,2,4,4,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,2,2,1,1,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,2,2,3,3,NA,NA
"157",2,21.1,3,3,2,2,2,2,NA,NA,4,4,3,3,3,3,NA,NA,3,3,3,3,3,3,NA,NA,3,3,3,3,4,4,NA,NA,1,1,2,2,3,3,NA,NA,2,2,2,2,3,3,NA,NA,3,3,2,2,2,2,NA,NA,4,4,3,3,1,1,NA,NA,3,3,2,2,4,4,NA,NA
"158",2,13.1,3,3,3,3,3,3,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,3,3,4,4,3,3,NA,NA,1,1,2,2,2,2,NA,NA,1,1,2,2,3,3,NA,NA,2,2,2,2,2,2,NA,NA,4,4,2,2,2,2,NA,NA,2,2,2,2,3,3,NA,NA
"159",1,22.1,3,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,2,2,4,4,4,4,2,2,1,1,1,1,1,1,2,2,NA,NA,1,1,1,1,2,2,4,4,4,4,4,4,3,3,2,2,4,4,4,4,3,3,2,2,4,4,4,4,4,4
"160",2,19.1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,2,2,1,1,4,4,1,1,1,1,1,1,4,4,1,1,1,1,1,1,4,4,4,4,2,2,2,2,4,4,1,1,2,2,3,3,4,4,2,2,3,3
"161",1,13.1,3,3,3,3,4,4,NA,NA,4,4,2,2,4,4,NA,NA,4,4,2,2,4,4,NA,NA,3,3,3,3,4,4,NA,NA,1,1,1,1,1,1,NA,NA,1,1,2,2,1,1,NA,NA,2,2,2,2,2,2,NA,NA,3,3,2,2,3,3,NA,NA,2,2,2,2,3,3,NA,NA
"162",1,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",2,13.2,3,3,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,3,3,4,4,NA,NA,NA,NA,3,3,4,4,NA,NA,NA,NA,2,2,1,1,NA,NA,NA,NA,2,2,1,1,NA,NA,NA,NA,3,3,4,4,NA,NA,NA,NA,2,2,3,3,NA,NA,NA,NA,3,3,4,4,NA,NA,NA,NA
"164",1,18.2,3,3,3,3,4,4,NA,NA,3,3,3,3,3,3,NA,NA,3,3,3,3,3,3,NA,NA,3,3,4,4,3,3,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,3,3,3,3,2,2,NA,NA,3,3,3,3,3,3,NA,NA,3,3,3,3,2,2,NA,NA
"165",1,19.2,4,4,NA,NA,4,4,NA,NA,4,4,NA,NA,4,4,NA,NA,2,2,NA,NA,4,4,NA,NA,2,2,NA,NA,4,4,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,2,2,NA,NA,3,3,NA,NA,1,1,NA,NA,3,3,NA,NA,2,2,NA,NA,3,3,NA,NA
"166",1,19.2,4,4,NA,NA,4,4,3,3,4,4,NA,NA,4,4,3,3,2,2,NA,NA,4,4,3,3,2,2,NA,NA,4,4,4,4,1,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,2,2,NA,NA,4,4,NA,NA,1,1,NA,NA,3,3,NA,NA,2,2,NA,NA,4,4,NA,NA
"167",1,18.1,4,4,3,3,3,3,4,4,3,3,4,4,3,3,4,4,4,4,4,4,3,3,4,4,2,2,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,3,3,3,3,4,4,1,1,4,4,3,3,4,4,1,1,2,2,3,3,4,4
"168",1,10.4,4,4,NA,NA,4,4,4,4,2,2,NA,NA,4,4,3,3,4,4,NA,NA,4,4,3,3,3,3,NA,NA,3,3,3,3,1,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,4,4,NA,NA,2,2,3,3,2,2,NA,NA,2,2,1,1,2,2,NA,NA,2,2,1,1
"169",2,13.1,3,3,3,3,4,4,NA,NA,4,4,4,4,4,4,NA,NA,2,2,4,4,4,4,NA,NA,2,2,3,3,4,4,NA,NA,2,2,1,1,1,1,NA,NA,4,4,1,1,1,1,NA,NA,1,1,4,4,4,4,NA,NA,1,1,3,3,3,3,NA,NA,1,1,4,4,4,4,NA,NA
"170",1,4.1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,3,3,3,3,3,3,2,2,3,3,4,4,3,3,3,3,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,1
"171",1,17.1,4,NA,NA,NA,4,4,NA,NA,4,NA,NA,NA,4,4,NA,NA,3,NA,NA,NA,4,4,NA,NA,3,NA,NA,NA,4,4,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,2,NA,NA,NA,4,4,NA,NA,3,NA,NA,NA,3,3,NA,NA,3,NA,NA,NA,4,4,NA,NA
"172",1,3.2,4,4,4,4,3,3,NA,NA,4,4,4,4,3,3,NA,NA,4,4,4,4,3,3,NA,NA,3,3,3,3,4,4,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,3,3,3,3,3,3,NA,NA,3,3,2,2,3,3,NA,NA,4,4,2,2,3,3,NA,NA
"173",2,5.2,3,3,3,3,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,4,3,3,4,4,NA,NA,4,4,4,4,3,3,NA,NA,2,2,2,2,1,1,NA,NA,2,2,2,2,1,1,NA,NA,2,2,2,2,4,4,NA,NA,2,2,4,4,3,3,NA,NA,2,2,4,4,2,2,NA,NA
"174",1,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",1,10.1,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA
"176",1,4.1,4,4,NA,NA,3,3,NA,NA,3,3,NA,NA,3,3,NA,NA,3,3,NA,NA,3,3,NA,NA,3,3,NA,NA,4,4,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,2,2,NA,NA,2,2,NA,NA,2,2,NA,NA,2,2,NA,NA,4,4,NA,NA,3,3,NA,NA
"177",1,24.2,4,4,NA,NA,4,4,3,3,4,4,NA,NA,4,4,2,2,4,4,NA,NA,4,4,3,3,4,4,NA,NA,4,4,2,2,1,1,NA,NA,1,1,3,3,1,1,NA,NA,1,1,3,3,3,3,NA,NA,3,3,2,2,1,1,NA,NA,1,1,2,2,2,2,NA,NA,2,2,4,4
"178",1,7.1,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,3,3,4,4,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,1,4,4,NA,NA,NA,NA,2,2,3,3,NA,NA,NA,NA,3,3,4,4,NA,NA,NA,NA,2,2,3,3,NA,NA
"179",2,14.1,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA
"180",1,14.1,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,4,4,2,2,NA,NA,NA,NA,4,4,3,3
"181",1,21.1,1,1,4,4,4,4,4,4,2,2,4,4,3,3,4,4,2,2,4,4,3,3,4,4,2,2,4,4,4,4,4,4,3,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,4,4,2,2,4,4,2,2,3,3,1,1,1,1,1,1,3,3,4,4,4,4
"182",2,22.2,4,4,3,3,4,4,NA,NA,4,4,3,3,4,4,NA,NA,4,4,3,3,4,4,NA,NA,4,4,3,3,4,4,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,4,4,3,3,4,4,NA,NA,1,1,3,3,4,4,NA,NA,4,4,3,3,4,4,NA,NA
"183",1,7.2,4,4,3,3,3,3,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,1,1,2,2,NA,NA,1,1,2,2,3,3,NA,NA,2,2,2,2,3,3,NA,NA,2,2,1,1,2,2,NA,NA,1,1,4,4,2,2,NA,NA,4,4,4,4,2,2,NA,NA
"184",1,22.2,4,4,3,3,3,3,NA,NA,4,4,3,3,3,3,NA,NA,4,4,3,3,3,3,NA,NA,3,3,3,3,3,3,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,3,3,3,3,NA,NA,2,2,3,3,3,3,NA,NA
"185",1,17.1,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"186",1,15.1,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA
"187",1,19.2,4,4,NA,NA,4,4,NA,NA,4,4,NA,NA,4,4,NA,NA,2,2,NA,NA,4,4,NA,NA,2,2,NA,NA,4,4,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,3,3,NA,NA,3,3,NA,NA,1,1,NA,NA,3,3,NA,NA,2,2,NA,NA,3,3,NA,NA
"188",2,22.2,4,4,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,3,3,4,4,4,4,NA,NA,3,3,4,4,1,1,2,2,3,3,4,4,4,4
"189",2,19.2,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,2,2,4,4,3,3,NA,NA,3,3,3,3,2,2,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,2,2,3,3,4,4,NA,NA,1,1,2,2,2,2,NA,NA,2,2,2,2,3,3,NA,NA
"190",2,3.3,4,4,NA,NA,4,4,3,3,4,4,NA,NA,4,4,3,3,4,4,NA,NA,4,4,3,3,4,4,NA,NA,3,3,3,3,1,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,4,4,NA,NA,4,4,4,4,2,2,NA,NA,2,2,1,1,2,2,NA,NA,2,2,4,4
"191",2,1.1,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4
"192",2,14.1,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA
"193",1,13.2,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,3,3,4,4,4,4,3,3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,3,2,2,3,3,3,3,3,3,2,2,2,2,3,3,2,2,1,1,3,3,3,3
"194",2,13.1,4,4,3,3,3,3,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,3,3,4,4,3,3,NA,NA,2,2,2,2,1,1,NA,NA,2,2,1,1,1,1,NA,NA,2,2,2,2,2,2,NA,NA,2,2,4,4,2,2,NA,NA,2,2,2,2,2,2,NA,NA
"195",2,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",1,13.1,3,3,3,3,3,3,NA,NA,4,4,4,4,4,4,NA,NA,4,4,3,3,4,4,NA,NA,3,3,3,3,2,2,NA,NA,1,1,2,2,1,1,NA,NA,1,1,1,1,1,1,NA,NA,2,2,2,2,2,2,NA,NA,2,2,4,4,2,2,NA,NA,1,1,3,3,1,1,NA,NA
"197",1,25.1,1,1,4,4,4,4,3,3,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,4,3,3,2,2,NA,NA,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,NA,NA,4,4,2,2,2,2,NA,NA,3,3,4,4,4,4,NA,NA,3,3
"198",1,18.1,4,4,3,3,4,4,3,3,2,2,4,4,3,3,3,3,2,2,3,3,2,2,2,2,3,3,3,3,3,3,4,4,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,3,3,2,2,3,3,2,2,3,3,3,3,2,2,2,2,3,3,3,3,2,2
"199",1,9.1,3,3,NA,NA,4,4,NA,NA,3,3,NA,NA,4,4,NA,NA,1,1,NA,NA,4,4,NA,NA,2,2,NA,NA,3,3,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,2,2,NA,NA,1,1,NA,NA,2,2,NA,NA,1,1,NA,NA,1,1,NA,NA,3,3,NA,NA,1,1,NA,NA
"200",1,20.3,NA,NA,4,4,NA,NA,3,3,NA,NA,4,4,NA,NA,4,4,NA,NA,4,4,NA,NA,4,4,NA,NA,2,2,NA,NA,4,4,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,2,2,NA,NA,4,4,NA,NA,4,4,NA,NA,4,4,NA,NA,2,2,NA,NA,4,4,NA,NA,3,3
"201",1,18.1,4,4,4,4,4,4,4,4,1,1,4,4,3,3,4,4,4,4,3,3,3,3,4,4,2,2,3,3,2,2,4,4,1,1,1,1,1,1,NA,NA,1,1,2,2,2,2,1,1,3,3,2,2,3,3,4,4,2,2,NA,NA,3,3,2,2,2,2,2,2,3,3,2,2
"202",1,18.1,4,4,2,2,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,4,2,2,3,3,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,3,3,2,2,3,3,4,4,2,2,4,4,2,2,1,1,2,2,2,2,2,2,4,4
"203",1,13.1,3,3,3,3,2,2,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,3,3,4,4,4,4,NA,NA,1,1,2,2,2,2,NA,NA,1,1,1,1,1,1,NA,NA,2,2,2,2,4,4,NA,NA,3,3,3,3,3,3,NA,NA,2,2,2,2,4,4,NA,NA
"204",1,2.1,4,NA,4,4,3,3,NA,NA,3,NA,4,4,4,4,NA,NA,4,NA,4,4,4,4,NA,NA,4,NA,4,4,4,4,NA,NA,1,NA,1,1,2,2,NA,NA,1,NA,1,1,1,1,NA,NA,2,NA,4,4,3,3,NA,NA,3,NA,4,4,3,3,NA,NA,2,NA,1,1,4,4,NA,NA
"205",1,14.1,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,3,3,4,4,NA,NA,NA,NA,1,1,3,3,NA,NA,NA,NA,4,4,4,4
"206",1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",1,11.2,3,3,3,3,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,3,3,3,3,4,4,NA,NA,2,2,2,2,1,1,NA,NA,2,2,1,1,4,4,NA,NA,3,3,4,4,4,4,NA,NA,2,2,4,4,2,2,NA,NA,3,3,3,3,4,4,NA,NA
"208",1,7.2,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,1,1,1,1,1,1,2,2,1,1,1,1,2,2,4,4,2,2,1,1,3,3,3,3,2,2,4,4,3,3,3,3,3,3,3,3,3,3,4,4
"209",1,2.1,4,NA,4,4,4,4,NA,NA,3,NA,4,4,3,3,NA,NA,4,NA,4,4,3,3,NA,NA,4,NA,4,4,4,4,NA,NA,1,NA,1,1,1,1,NA,NA,1,NA,1,1,1,1,NA,NA,1,NA,3,3,3,3,NA,NA,3,NA,4,4,3,3,NA,NA,3,NA,1,1,1,1,NA,NA
"210",1,10.4,NA,NA,4,4,4,4,4,4,NA,NA,3,3,4,4,4,4,NA,NA,3,3,4,4,4,4,NA,NA,4,4,1,1,4,4,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,4,4,4,4,4,4,NA,NA,2,2,4,4,1,1,NA,NA,4,4,4,4,4,4
"211",1,20.1,NA,NA,4,4,4,4,4,4,NA,NA,4,4,3,3,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,2,2,1,1,1,1,NA,NA,2,2,1,1,1,1,NA,NA,3,3,3,3,4,4,NA,NA,3,3,4,4,3,3,NA,NA,3,3,2,2,2,2
"212",1,19.3,4,4,4,4,NA,NA,2,2,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,3,3,NA,NA,4,4,1,1,1,1,NA,NA,2,2,1,1,1,1,NA,NA,2,2,2,2,3,3,NA,NA,3,3,4,4,2,2,NA,NA,2,2,4,4,4,4,NA,NA,4,4
"213",1,7.1,3,3,3,3,4,4,NA,NA,4,4,NA,NA,3,3,NA,NA,4,4,4,4,2,2,NA,NA,4,4,4,4,4,4,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,2,2,NA,NA,3,3,2,2,3,3,NA,NA,3,3,3,3,4,4,NA,NA,2,2,3,3,3,3,NA,NA
"214",2,22.1,3,3,4,4,4,4,NA,NA,3,3,4,4,4,4,NA,NA,4,4,3,3,4,4,NA,NA,4,4,4,4,4,4,NA,NA,1,1,2,2,1,1,NA,NA,1,1,1,1,1,1,NA,NA,2,2,3,3,2,2,NA,NA,2,2,3,3,4,4,NA,NA,3,3,3,3,4,4,NA,NA
"215",2,24.2,4,4,NA,NA,4,4,3,3,3,3,NA,NA,4,4,2,2,3,3,NA,NA,4,4,3,3,2,2,NA,NA,4,4,2,2,1,1,NA,NA,1,1,3,3,1,1,NA,NA,1,1,2,2,3,3,NA,NA,3,3,3,3,1,1,NA,NA,1,1,3,3,3,3,NA,NA,2,2,4,4
